Date,Mean-value_x,Interest-rate,Month,Year,Quarter,Week-of-year,Week-of-month,Day-of-week,Day-of-year,election-year,US_election,Mean-value_y,preds
10/13/2016,101.3,0.66,10.0,2016.0,4.0,42.0,3.0,4.0,287.0,0,1,101.3,101.29959999999996
11/23/2016,101.85,0.8,11.0,2016.0,4.0,48.0,4.0,3.0,328.0,0,1,101.85,101.85190000000013
12/1/2016,101.85,0.82,12.0,2016.0,4.0,49.0,1.0,4.0,336.0,0,1,101.85,101.86260000000001
12/2/2016,101.86,0.8,12.0,2016.0,4.0,49.0,1.0,5.0,337.0,0,1,101.86,101.8828
12/6/2016,101.87,0.83,12.0,2016.0,4.0,50.0,2.0,2.0,341.0,0,1,101.87,101.89190000000004
12/22/2016,102.35,0.87,12.0,2016.0,4.0,52.0,4.0,4.0,357.0,0,1,102.35,102.18089999999998
12/23/2016,102.36,0.87,12.0,2016.0,4.0,52.0,4.0,5.0,358.0,0,1,102.36,102.1608
1/3/2017,102.56,0.89,1.0,2017.0,1.0,1.0,1.0,2.0,3.0,1,0,102.56,105.81760000000004
1/4/2017,102.81,0.87,1.0,2017.0,1.0,1.0,1.0,3.0,4.0,1,0,102.81,104.4182
1/11/2017,103.84,0.82,1.0,2017.0,1.0,2.0,2.0,3.0,11.0,1,0,103.84,103.81109999999997
1/17/2017,103.93,0.8,1.0,2017.0,1.0,3.0,3.0,2.0,17.0,1,0,103.93,103.92949999999998
1/23/2017,103.8,0.79,1.0,2017.0,1.0,4.0,4.0,1.0,23.0,1,0,103.8,104.4004
1/25/2017,103.99,0.82,1.0,2017.0,1.0,4.0,4.0,3.0,25.0,1,0,103.99,103.9534
1/27/2017,103.96,0.82,1.0,2017.0,1.0,4.0,4.0,5.0,27.0,1,0,103.96,103.90919999999997
1/31/2017,103.96,0.84,1.0,2017.0,1.0,5.0,5.0,2.0,31.0,1,0,103.96,104.10159999999996
2/1/2017,103.86,0.83,2.0,2017.0,1.0,5.0,1.0,3.0,32.0,1,0,103.86,104.45520000000005
2/2/2017,103.82,0.84,2.0,2017.0,1.0,5.0,1.0,4.0,33.0,1,0,103.82,104.47320000000003
2/6/2017,103.76,0.79,2.0,2017.0,1.0,6.0,2.0,1.0,37.0,1,0,103.76,104.58789999999999
2/9/2017,103.7,0.8,2.0,2017.0,1.0,6.0,2.0,4.0,40.0,1,0,103.7,103.77850000000004
2/13/2017,103.63,0.82,2.0,2017.0,1.0,7.0,3.0,1.0,44.0,1,0,103.63,103.8311999999999
3/13/2017,102.62,1.06,3.0,2017.0,1.0,11.0,3.0,1.0,72.0,1,0,102.62,113.95320000000001
3/14/2017,102.67,1.06,3.0,2017.0,1.0,11.0,3.0,2.0,73.0,1,0,102.67,113.95380000000003
3/27/2017,102.91,1.0,3.0,2017.0,1.0,13.0,5.0,1.0,86.0,1,0,102.91,104.08909999999996
3/29/2017,102.95,1.04,3.0,2017.0,1.0,13.0,5.0,3.0,88.0,1,0,102.95,103.06559999999996
4/4/2017,103.19,1.03,4.0,2017.0,2.0,14.0,2.0,2.0,94.0,1,0,103.19,103.13660000000009
4/11/2017,103.44,1.05,4.0,2017.0,2.0,15.0,3.0,2.0,101.0,1,0,103.44,103.37930000000001
4/18/2017,103.36,1.02,4.0,2017.0,2.0,16.0,4.0,2.0,108.0,1,0,103.36,103.38709999999993
4/19/2017,103.43,1.02,4.0,2017.0,2.0,16.0,4.0,3.0,109.0,1,0,103.43,103.39209999999991
4/25/2017,103.27,1.09,4.0,2017.0,2.0,17.0,5.0,2.0,115.0,1,0,103.27,103.2824000000001
5/5/2017,103.14,1.1,5.0,2017.0,2.0,18.0,1.0,5.0,125.0,1,0,103.14,103.14430000000013
5/15/2017,103.22,1.11,5.0,2017.0,2.0,20.0,3.0,1.0,135.0,1,0,103.22,103.27149999999988
6/15/2017,103.41,1.21,6.0,2017.0,2.0,24.0,3.0,4.0,166.0,1,0,103.41,103.3706
6/16/2017,103.55,1.21,6.0,2017.0,2.0,24.0,3.0,5.0,167.0,1,0,103.55,103.37679999999999
6/23/2017,103.63,1.21,6.0,2017.0,2.0,25.0,4.0,5.0,174.0,1,0,103.63,103.61809999999994
6/30/2017,103.71,1.24,6.0,2017.0,2.0,26.0,5.0,5.0,181.0,1,0,103.71,103.6772000000001
7/5/2017,103.77,1.24,7.0,2017.0,3.0,27.0,2.0,3.0,186.0,1,0,103.77,103.77090000000005
7/18/2017,103.91,1.19,7.0,2017.0,3.0,29.0,4.0,2.0,199.0,1,0,103.91,103.90990000000002
7/19/2017,103.93,1.23,7.0,2017.0,3.0,29.0,4.0,3.0,200.0,1,0,103.93,103.90790000000007
7/24/2017,103.87,1.23,7.0,2017.0,3.0,30.0,5.0,1.0,205.0,1,0,103.87,103.88009999999998
7/31/2017,103.91,1.23,7.0,2017.0,3.0,31.0,6.0,1.0,212.0,1,0,103.91,103.88560000000005
8/2/2017,103.87,1.24,8.0,2017.0,3.0,31.0,1.0,3.0,214.0,1,0,103.87,103.87290000000002
8/4/2017,103.87,1.23,8.0,2017.0,3.0,31.0,1.0,5.0,216.0,1,0,103.87,103.85740000000001
8/9/2017,103.9,1.21,8.0,2017.0,3.0,32.0,2.0,3.0,221.0,1,0,103.9,103.92079999999993
8/16/2017,103.75,1.24,8.0,2017.0,3.0,33.0,3.0,3.0,228.0,1,0,103.75,103.72620000000013
8/25/2017,103.25,1.23,8.0,2017.0,3.0,34.0,4.0,5.0,237.0,1,0,103.25,103.1989999999999
8/28/2017,103.16,1.24,8.0,2017.0,3.0,35.0,5.0,1.0,240.0,1,0,103.16,103.11660000000005
8/29/2017,103.17,1.23,8.0,2017.0,3.0,35.0,5.0,2.0,241.0,1,0,103.17,103.17300000000006
9/7/2017,103.24,1.21,9.0,2017.0,3.0,36.0,2.0,4.0,250.0,1,0,103.24,103.1984999999999
9/8/2017,103.16,1.22,9.0,2017.0,3.0,36.0,2.0,5.0,251.0,1,0,103.16,103.17669999999991
9/25/2017,103.26,1.3,9.0,2017.0,3.0,39.0,5.0,1.0,268.0,1,0,103.26,103.25090000000014
9/27/2017,103.34,1.33,9.0,2017.0,3.0,39.0,5.0,3.0,270.0,1,0,103.34,103.2858000000001
10/3/2017,103.22,1.32,10.0,2017.0,4.0,40.0,1.0,2.0,276.0,1,0,103.22,103.25880000000002
10/5/2017,103.31,1.35,10.0,2017.0,4.0,40.0,1.0,4.0,278.0,1,0,103.31,103.29600000000008
10/6/2017,103.21,1.35,10.0,2017.0,4.0,40.0,1.0,5.0,279.0,1,0,103.21,103.28450000000008
10/12/2017,103.3,1.41,10.0,2017.0,4.0,41.0,2.0,4.0,285.0,1,0,103.3,103.28519999999995
10/17/2017,103.3,1.41,10.0,2017.0,4.0,42.0,3.0,2.0,290.0,1,0,103.3,103.29970000000007
10/23/2017,103.55,1.42,10.0,2017.0,4.0,43.0,4.0,1.0,296.0,1,0,103.55,103.52560000000005
10/24/2017,103.7,1.43,10.0,2017.0,4.0,43.0,4.0,2.0,297.0,1,0,103.7,103.62080000000006
10/30/2017,103.69,1.42,10.0,2017.0,4.0,44.0,5.0,1.0,303.0,1,0,103.69,103.66909999999999
11/1/2017,103.75,1.46,11.0,2017.0,4.0,44.0,1.0,3.0,305.0,1,0,103.75,103.72210000000008
11/6/2017,103.66,1.5,11.0,2017.0,4.0,45.0,2.0,1.0,310.0,1,0,103.66,103.6261000000001
11/8/2017,103.61,1.53,11.0,2017.0,4.0,45.0,2.0,3.0,312.0,1,0,103.61,103.60560000000008
11/13/2017,103.58,1.55,11.0,2017.0,4.0,46.0,3.0,1.0,317.0,1,0,103.58,103.62520000000006
11/15/2017,103.68,1.55,11.0,2017.0,4.0,46.0,3.0,3.0,319.0,1,0,103.68,103.61910000000006
11/21/2017,103.6,1.62,11.0,2017.0,4.0,47.0,4.0,2.0,325.0,1,0,103.6,103.56500000000013
11/22/2017,103.36,1.61,11.0,2017.0,4.0,47.0,4.0,3.0,326.0,1,0,103.36,103.5689000000001
11/27/2017,103.34,1.62,11.0,2017.0,4.0,48.0,5.0,1.0,331.0,1,0,103.34,103.31540000000015
11/30/2017,103.25,1.62,11.0,2017.0,4.0,48.0,5.0,4.0,334.0,1,0,103.25,103.29690000000011
12/8/2017,102.96,1.65,12.0,2017.0,4.0,49.0,2.0,5.0,342.0,1,0,102.96,102.9868
12/21/2017,103.09,1.73,12.0,2017.0,4.0,51.0,4.0,4.0,355.0,1,0,103.09,103.25909999999993
1/5/2018,103.28,1.8,1.0,2018.0,1.0,1.0,1.0,5.0,5.0,0,0,103.28,103.2804000000001
1/8/2018,103.26,1.79,1.0,2018.0,1.0,2.0,2.0,1.0,8.0,0,0,103.26,103.18929999999999
1/10/2018,103.18,1.78,1.0,2018.0,1.0,2.0,2.0,3.0,10.0,0,0,103.18,103.19330000000005
1/16/2018,103.06,1.79,1.0,2018.0,1.0,3.0,3.0,2.0,16.0,0,0,103.06,103.0559000000001
1/18/2018,102.89,1.79,1.0,2018.0,1.0,3.0,3.0,4.0,18.0,0,0,102.89,103.0193000000001
1/19/2018,102.91,1.79,1.0,2018.0,1.0,3.0,3.0,5.0,19.0,0,0,102.91,103.03080000000011
1/22/2018,102.87,1.79,1.0,2018.0,1.0,4.0,4.0,1.0,22.0,0,0,102.87,102.68990000000002
1/25/2018,102.34,1.8,1.0,2018.0,1.0,4.0,4.0,4.0,25.0,0,0,102.34,102.50390000000002
2/2/2018,101.92,1.88,2.0,2018.0,1.0,5.0,1.0,5.0,33.0,0,0,101.92,101.8152999999999
2/12/2018,100.85,1.93,2.0,2018.0,1.0,7.0,3.0,1.0,43.0,0,0,100.85,101.19710000000006
2/14/2018,101.23,1.98,2.0,2018.0,1.0,7.0,3.0,3.0,45.0,0,0,101.23,101.20460000000008
2/26/2018,101.83,2.03,2.0,2018.0,1.0,9.0,5.0,1.0,57.0,0,0,101.83,101.4924
2/27/2018,101.74,2.08,2.0,2018.0,1.0,9.0,5.0,2.0,58.0,0,0,101.74,101.44030000000004
3/8/2018,101.29,2.05,3.0,2018.0,1.0,10.0,2.0,4.0,67.0,0,0,101.29,101.3065
3/13/2018,101.29,2.03,3.0,2018.0,1.0,11.0,3.0,2.0,72.0,0,0,101.29,101.22810000000001
3/15/2018,101.26,2.07,3.0,2018.0,1.0,11.0,3.0,4.0,74.0,0,0,101.26,101.23010000000015
3/23/2018,100.97,2.04,3.0,2018.0,1.0,12.0,4.0,5.0,82.0,0,0,100.97,101.2547
3/26/2018,100.96,2.06,3.0,2018.0,1.0,13.0,5.0,1.0,85.0,0,0,100.96,101.31380000000003
3/27/2018,100.91,2.1,3.0,2018.0,1.0,13.0,5.0,2.0,86.0,0,0,100.91,101.1819
3/28/2018,100.86,2.12,3.0,2018.0,1.0,13.0,5.0,3.0,87.0,0,0,100.86,101.10620000000003
3/29/2018,100.85,2.09,3.0,2018.0,1.0,13.0,5.0,4.0,88.0,0,0,100.85,101.2059
4/11/2018,101.0,2.09,4.0,2018.0,2.0,15.0,2.0,3.0,101.0,0,0,101.0,100.98639999999986
