Date.1,Time,Mean-value,Month,Day,Week-of-year,Quarter,Day-of-week
4/7/2022,12:00:00 AM,115.19,4,7,15,2,4
4/8/2022,12:00:00 AM,115.29,4,8,15,2,5
4/11/2022,12:00:00 AM,115.33,4,11,16,2,1
4/12/2022,12:00:00 AM,115.38,4,12,16,2,2
4/13/2022,12:00:00 AM,115.41,4,13,16,2,3
4/14/2022,12:00:00 AM,115.44,4,14,16,2,4
4/19/2022,12:00:00 AM,115.48,4,19,17,2,2
4/20/2022,12:00:00 AM,115.51,4,20,17,2,3
4/21/2022,12:00:00 AM,115.54,4,21,17,2,4
4/22/2022,12:00:00 AM,115.6,4,22,17,2,5
4/25/2022,12:00:00 AM,115.65,4,25,18,2,1
4/26/2022,12:00:00 AM,115.7,4,26,18,2,2
4/27/2022,12:00:00 AM,115.74,4,27,18,2,3
4/28/2022,12:00:00 AM,115.77,4,28,18,2,4
5/4/2022,12:00:00 AM,115.81,5,4,19,2,3
5/5/2022,12:00:00 AM,115.84,5,5,19,2,4
5/6/2022,12:00:00 AM,115.9,5,6,19,2,5
5/9/2022,12:00:00 AM,115.95,5,9,20,2,1
5/10/2022,12:00:00 AM,116,5,10,20,2,2
5/11/2022,12:00:00 AM,116.07,5,11,20,2,3
5/12/2022,12:00:00 AM,116.1,5,12,20,2,4
5/13/2022,12:00:00 AM,116.12,5,13,20,2,5
5/16/2022,12:00:00 AM,116.17,5,16,21,2,1
5/17/2022,12:00:00 AM,116.24,5,17,21,2,2
5/18/2022,12:00:00 AM,116.32,5,18,21,2,3
5/19/2022,12:00:00 AM,116.37,5,19,21,2,4
5/20/2022,12:00:00 AM,116.41,5,20,21,2,5
5/23/2022,12:00:00 AM,116.47,5,23,22,2,1
5/24/2022,12:00:00 AM,116.52,5,24,22,2,2
5/25/2022,12:00:00 AM,116.58,5,25,22,2,3
5/26/2022,12:00:00 AM,116.62,5,26,22,2,4
5/27/2022,12:00:00 AM,116.69,5,27,22,2,5
5/30/2022,12:00:00 AM,116.71,5,30,23,2,1
5/31/2022,12:00:00 AM,116.74,5,31,23,2,2
6/2/2022,12:00:00 AM,116.81,6,2,23,2,4
6/3/2022,12:00:00 AM,116.83,6,3,23,2,5
6/6/2022,12:00:00 AM,116.85,6,6,24,2,1
6/7/2022,12:00:00 AM,116.9,6,7,24,2,2
6/8/2022,12:00:00 AM,116.95,6,8,24,2,3
6/9/2022,12:00:00 AM,117.01,6,9,24,2,4
6/10/2022,12:00:00 AM,117.05,6,10,24,2,5
6/13/2022,12:00:00 AM,117.1,6,13,25,2,1
6/14/2022,12:00:00 AM,117.17,6,14,25,2,2
6/15/2022,12:00:00 AM,117.24,6,15,25,2,3
6/16/2022,12:00:00 AM,117.29,6,16,25,2,4
6/17/2022,12:00:00 AM,117.33,6,17,25,2,5
6/20/2022,12:00:00 AM,117.4,6,20,26,2,1
6/21/2022,12:00:00 AM,117.44,6,21,26,2,2
6/22/2022,12:00:00 AM,117.51,6,22,26,2,3
6/23/2022,12:00:00 AM,117.57,6,23,26,2,4
6/24/2022,12:00:00 AM,117.66,6,24,26,2,5
6/27/2022,12:00:00 AM,117.69,6,27,27,2,1
6/28/2022,12:00:00 AM,117.7,6,28,27,2,2
6/29/2022,12:00:00 AM,117.79,6,29,27,2,3
6/30/2022,12:00:00 AM,117.83,6,30,27,2,4
7/1/2022,12:00:00 AM,117.87,7,1,27,3,5
7/4/2022,12:00:00 AM,117.9,7,4,28,3,1
7/5/2022,12:00:00 AM,117.95,7,5,28,3,2
7/6/2022,12:00:00 AM,117.99,7,6,28,3,3
7/7/2022,12:00:00 AM,118.03,7,7,28,3,4
7/8/2022,12:00:00 AM,118.07,7,8,28,3,5
7/12/2022,12:00:00 AM,118.13,7,12,29,3,2
7/13/2022,12:00:00 AM,118.18,7,13,29,3,3
7/14/2022,12:00:00 AM,118.23,7,14,29,3,4
7/15/2022,12:00:00 AM,118.27,7,15,29,3,5
7/18/2022,12:00:00 AM,118.33,7,18,30,3,1
7/19/2022,12:00:00 AM,118.39,7,19,30,3,2
7/20/2022,12:00:00 AM,118.45,7,20,30,3,3
7/21/2022,12:00:00 AM,118.52,7,21,30,3,4
7/22/2022,12:00:00 AM,118.57,7,22,30,3,5
7/25/2022,12:00:00 AM,118.62,7,25,31,3,1
7/26/2022,12:00:00 AM,118.66,7,26,31,3,2
7/27/2022,12:00:00 AM,118.72,7,27,31,3,3
7/28/2022,12:00:00 AM,118.76,7,28,31,3,4
7/29/2022,12:00:00 AM,118.8,7,29,31,3,5
8/1/2022,12:00:00 AM,118.85,8,1,32,3,1
8/2/2022,12:00:00 AM,118.91,8,2,32,3,2
8/3/2022,12:00:00 AM,118.99,8,3,32,3,3
8/4/2022,12:00:00 AM,119.03,8,4,32,3,4
8/5/2022,12:00:00 AM,119.09,8,5,32,3,5
8/8/2022,12:00:00 AM,119.13,8,8,33,3,1
8/10/2022,12:00:00 AM,119.17,8,10,33,3,3
8/11/2022,12:00:00 AM,119.24,8,11,33,3,4
8/12/2022,12:00:00 AM,119.31,8,12,33,3,5
8/15/2022,12:00:00 AM,119.36,8,15,34,3,1
8/16/2022,12:00:00 AM,119.41,8,16,34,3,2
8/17/2022,12:00:00 AM,119.45,8,17,34,3,3
8/18/2022,12:00:00 AM,119.47,8,18,34,3,4
8/19/2022,12:00:00 AM,119.57,8,19,34,3,5
8/22/2022,12:00:00 AM,119.63,8,22,35,3,1
8/23/2022,12:00:00 AM,119.72,8,23,35,3,2
8/24/2022,12:00:00 AM,119.8,8,24,35,3,3
8/25/2022,12:00:00 AM,119.86,8,25,35,3,4
8/26/2022,12:00:00 AM,119.91,8,26,35,3,5
8/29/2022,12:00:00 AM,119.93,8,29,36,3,1
8/30/2022,12:00:00 AM,119.98,8,30,36,3,2
8/31/2022,12:00:00 AM,120.01,8,31,36,3,3
9/1/2022,12:00:00 AM,120.05,9,1,36,3,4
9/2/2022,12:00:00 AM,120.12,9,2,36,3,5
9/5/2022,12:00:00 AM,120.18,9,5,37,3,1
9/6/2022,12:00:00 AM,120.22,9,6,37,3,2
9/7/2022,12:00:00 AM,120.26,9,7,37,3,3
9/8/2022,12:00:00 AM,120.28,9,8,37,3,4
9/9/2022,12:00:00 AM,120.31,9,9,37,3,5
9/12/2022,12:00:00 AM,120.34,9,12,38,3,1
9/14/2022,12:00:00 AM,120.37,9,14,38,3,3
9/15/2022,12:00:00 AM,120.41,9,15,38,3,4
9/16/2022,12:00:00 AM,120.41,9,16,38,3,5
9/19/2022,12:00:00 AM,120.43,9,19,39,3,1
9/20/2022,12:00:00 AM,120.46,9,20,39,3,2
9/21/2022,12:00:00 AM,120.5,9,21,39,3,3
9/22/2022,12:00:00 AM,120.54,9,22,39,3,4
9/23/2022,12:00:00 AM,120.56,9,23,39,3,5
9/26/2022,12:00:00 AM,120.6,9,26,40,3,1
9/27/2022,12:00:00 AM,120.62,9,27,40,3,2
9/28/2022,12:00:00 AM,120.67,9,28,40,3,3
9/29/2022,12:00:00 AM,120.7,9,29,40,3,4
9/30/2022,12:00:00 AM,120.73,9,30,40,3,5
10/3/2022,12:00:00 AM,120.78,10,3,41,4,1
10/4/2022,12:00:00 AM,120.79,10,4,41,4,2
10/5/2022,12:00:00 AM,120.81,10,5,41,4,3
10/6/2022,12:00:00 AM,120.82,10,6,41,4,4
10/7/2022,12:00:00 AM,120.85,10,7,41,4,5
10/11/2022,12:00:00 AM,120.86,10,11,42,4,2
10/12/2022,12:00:00 AM,120.91,10,12,42,4,3
10/13/2022,12:00:00 AM,120.94,10,13,42,4,4
10/14/2022,12:00:00 AM,120.97,10,14,42,4,5
10/17/2022,12:00:00 AM,121.03,10,17,43,4,1
10/18/2022,12:00:00 AM,121.07,10,18,43,4,2
10/19/2022,12:00:00 AM,121.11,10,19,43,4,3
10/21/2022,12:00:00 AM,121.14,10,21,43,4,5
10/24/2022,12:00:00 AM,121.17,10,24,44,4,1
10/25/2022,12:00:00 AM,121.19,10,25,44,4,2
10/26/2022,12:00:00 AM,121.23,10,26,44,4,3
10/27/2022,12:00:00 AM,121.27,10,27,44,4,4
10/28/2022,12:00:00 AM,121.31,10,28,44,4,5
10/31/2022,12:00:00 AM,121.33,10,31,45,4,1
11/1/2022,12:00:00 AM,121.38,11,1,45,4,2
11/2/2022,12:00:00 AM,121.41,11,2,45,4,3
11/3/2022,12:00:00 AM,121.45,11,3,45,4,4
11/4/2022,12:00:00 AM,121.5,11,4,45,4,5
11/7/2022,12:00:00 AM,121.54,11,7,46,4,1
11/8/2022,12:00:00 AM,121.61,11,8,46,4,2
11/9/2022,12:00:00 AM,121.67,11,9,46,4,3
11/10/2022,12:00:00 AM,121.74,11,10,46,4,4
11/11/2022,12:00:00 AM,121.78,11,11,46,4,5
11/14/2022,12:00:00 AM,121.83,11,14,47,4,1
11/15/2022,12:00:00 AM,121.9,11,15,47,4,2
11/16/2022,12:00:00 AM,121.93,11,16,47,4,3
11/17/2022,12:00:00 AM,121.98,11,17,47,4,4
11/18/2022,12:00:00 AM,122.03,11,18,47,4,5
11/21/2022,12:00:00 AM,122.08,11,21,48,4,1
11/22/2022,12:00:00 AM,122.13,11,22,48,4,2
11/23/2022,12:00:00 AM,122.18,11,23,48,4,3
11/24/2022,12:00:00 AM,122.23,11,24,48,4,4
11/25/2022,12:00:00 AM,122.28,11,25,48,4,5
11/28/2022,12:00:00 AM,122.34,11,28,49,4,1
11/29/2022,12:00:00 AM,122.38,11,29,49,4,2
11/30/2022,12:00:00 AM,122.45,11,30,49,4,3
12/1/2022,12:00:00 AM,122.5,12,1,49,4,4
12/2/2022,12:00:00 AM,122.53,12,2,49,4,5
12/5/2022,12:00:00 AM,122.59,12,5,50,4,1
12/6/2022,12:00:00 AM,122.63,12,6,50,4,2
12/7/2022,12:00:00 AM,122.69,12,7,50,4,3
12/8/2022,12:00:00 AM,122.74,12,8,50,4,4
12/9/2022,12:00:00 AM,122.79,12,9,50,4,5
12/13/2022,12:00:00 AM,122.84,12,13,51,4,2
12/14/2022,12:00:00 AM,122.9,12,14,51,4,3
12/15/2022,12:00:00 AM,122.94,12,15,51,4,4
12/16/2022,12:00:00 AM,122.99,12,16,51,4,5
12/19/2022,12:00:00 AM,123.05,12,19,52,4,1
12/20/2022,12:00:00 AM,123.09,12,20,52,4,2
12/21/2022,12:00:00 AM,123.14,12,21,52,4,3
12/22/2022,12:00:00 AM,123.16,12,22,52,4,4
12/23/2022,12:00:00 AM,123.21,12,23,52,4,5
12/28/2022,12:00:00 AM,123.26,12,28,53,4,3
12/29/2022,12:00:00 AM,123.33,12,29,53,4,4
12/30/2022,12:00:00 AM,123.37,12,30,53,4,5
1/3/2023,12:00:00 AM,123.42,1,3,1,1,2
1/4/2023,12:00:00 AM,123.44,1,4,1,1,3
1/5/2023,12:00:00 AM,123.48,1,5,1,1,4
1/6/2023,12:00:00 AM,123.55,1,6,1,1,5
1/9/2023,12:00:00 AM,123.59,1,9,2,1,1
1/10/2023,12:00:00 AM,123.65,1,10,2,1,2
1/11/2023,12:00:00 AM,123.72,1,11,2,1,3
1/12/2023,12:00:00 AM,123.78,1,12,2,1,4
1/13/2023,12:00:00 AM,123.84,1,13,2,1,5
1/16/2023,12:00:00 AM,123.89,1,16,3,1,1
1/17/2023,12:00:00 AM,123.94,1,17,3,1,2
1/18/2023,12:00:00 AM,124.01,1,18,3,1,3
1/19/2023,12:00:00 AM,124.05,1,19,3,1,4
1/20/2023,12:00:00 AM,124.09,1,20,3,1,5
1/23/2023,12:00:00 AM,124.13,1,23,4,1,1
1/24/2023,12:00:00 AM,124.17,1,24,4,1,2
1/25/2023,12:00:00 AM,124.25,1,25,4,1,3
1/26/2023,12:00:00 AM,124.3,1,26,4,1,4
1/27/2023,12:00:00 AM,124.35,1,27,4,1,5
1/30/2023,12:00:00 AM,124.39,1,30,5,1,1
1/31/2023,12:00:00 AM,124.4,1,31,5,1,2
2/1/2023,12:00:00 AM,124.48,2,1,5,1,3
2/2/2023,12:00:00 AM,124.52,2,2,5,1,4
2/3/2023,12:00:00 AM,124.59,2,3,5,1,5
2/6/2023,12:00:00 AM,124.66,2,6,6,1,1
2/7/2023,12:00:00 AM,124.8,2,7,6,1,2
2/8/2023,12:00:00 AM,124.88,2,8,6,1,3
2/9/2023,12:00:00 AM,124.98,2,9,6,1,4
2/10/2023,12:00:00 AM,125.08,2,10,6,1,5
2/13/2023,12:00:00 AM,125.19,2,13,7,1,1
2/14/2023,12:00:00 AM,125.27,2,14,7,1,2
2/15/2023,12:00:00 AM,125.38,2,15,7,1,3
2/16/2023,12:00:00 AM,125.52,2,16,7,1,4
2/17/2023,12:00:00 AM,125.63,2,17,7,1,5
2/20/2023,12:00:00 AM,125.77,2,20,8,1,1
2/21/2023,12:00:00 AM,125.94,2,21,8,1,2
2/22/2023,12:00:00 AM,126.08,2,22,8,1,3
2/23/2023,12:00:00 AM,126.27,2,23,8,1,4
2/24/2023,12:00:00 AM,126.43,2,24,8,1,5
2/27/2023,12:00:00 AM,126.61,2,27,9,1,1
2/28/2023,12:00:00 AM,126.85,2,28,9,1,2
3/1/2023,12:00:00 AM,127.08,3,1,9,1,3
3/2/2023,12:00:00 AM,127.29,3,2,9,1,4
3/3/2023,12:00:00 AM,127.54,3,3,9,1,5
3/6/2023,12:00:00 AM,127.76,3,6,10,1,1
3/7/2023,12:00:00 AM,128.11,3,7,10,1,2
3/8/2023,12:00:00 AM,128.36,3,8,10,1,3
3/9/2023,12:00:00 AM,128.59,3,9,10,1,4
3/10/2023,12:00:00 AM,128.89,3,10,10,1,5
3/13/2023,12:00:00 AM,129.24,3,13,11,1,1
3/14/2023,12:00:00 AM,129.45,3,14,11,1,2
3/15/2023,12:00:00 AM,129.59,3,15,11,1,3
3/16/2023,12:00:00 AM,129.76,3,16,11,1,4
3/17/2023,12:00:00 AM,129.88,3,17,11,1,5
3/20/2023,12:00:00 AM,130.01,3,20,12,1,1
3/20/2023,12:00:00 AM,130.01,3,20,12,1,1
3/21/2023,12:00:00 AM,130.32,3,21,12,1,2
3/22/2023,12:00:00 AM,130.62,3,22,12,1,3
3/23/2023,12:00:00 AM,130.99,3,23,12,1,4
3/24/2023,12:00:00 AM,131.27,3,24,12,1,5
3/27/2023,12:00:00 AM,131.4,3,27,13,1,1
3/28/2023,12:00:00 AM,131.53,3,28,13,1,2
3/29/2023,12:00:00 AM,131.78,3,29,13,1,3
3/30/2023,12:00:00 AM,132.13,3,30,13,1,4
3/31/2023,12:00:00 AM,132.33,3,31,13,1,5
4/3/2023,12:00:00 AM,132.52,4,3,14,2,1
4/4/2023,12:00:00 AM,132.67,4,4,14,2,2
4/5/2023,12:00:00 AM,132.94,4,5,14,2,3
4/6/2023,12:00:00 AM,133.3,4,6,14,2,4
4/11/2023,12:00:00 AM,133.59,4,11,15,2,2
4/12/2023,12:00:00 AM,133.72,4,12,15,2,3
4/13/2023,12:00:00 AM,133.95,4,13,15,2,4
4/14/2023,12:00:00 AM,134.35,4,14,15,2,5
4/17/2023,12:00:00 AM,134.57,4,17,16,2,1
4/18/2023,12:00:00 AM,134.74,4,18,16,2,2
4/19/2023,12:00:00 AM,134.97,4,19,16,2,3
4/20/2023,12:00:00 AM,135.19,4,20,16,2,4
4/24/2023,12:00:00 AM,135.31,4,24,17,2,1
4/25/2023,12:00:00 AM,135.48,4,25,17,2,2
4/26/2023,12:00:00 AM,135.66,4,26,17,2,3
4/27/2023,12:00:00 AM,135.83,4,27,17,2,4
4/28/2023,12:00:00 AM,135.91,4,28,17,2,5
5/2/2023,12:00:00 AM,136.02,5,2,18,2,2
5/3/2023,12:00:00 AM,136.15,5,3,18,2,3
5/4/2023,12:00:00 AM,136.26,5,4,18,2,4
5/5/2023,12:00:00 AM,136.4,5,5,18,2,5
5/8/2023,12:00:00 AM,136.47,5,8,19,2,1
5/9/2023,12:00:00 AM,136.59,5,9,19,2,2
5/10/2023,12:00:00 AM,136.68,5,10,19,2,3
5/11/2023,12:00:00 AM,136.79,5,11,19,2,4
5/12/2023,12:00:00 AM,136.88,5,12,19,2,5
5/15/2023,12:00:00 AM,136.98,5,15,20,2,1
5/16/2023,12:00:00 AM,137.1,5,16,20,2,2
5/18/2023,12:00:00 AM,137.37,5,18,20,2,4
5/17/2023,12:00:00 AM,137.24,5,17,20,2,3
5/19/2023,12:00:00 AM,137.49,5,19,20,2,5
5/22/2023,12:00:00 AM,137.63,5,22,21,2,1
5/23/2023,12:00:00 AM,137.76,5,23,21,2,2
5/24/2023,12:00:00 AM,137.96,5,24,21,2,3
5/25/2023,12:00:00 AM,138.13,5,25,21,2,4
5/26/2023,12:00:00 AM,138.25,5,26,21,2,5
5/29/2023,12:00:00 AM,138.33,5,29,22,2,1
5/30/2023,12:00:00 AM,138.42,5,30,22,2,2
5/31/2023,12:00:00 AM,138.49,5,31,22,2,3
6/2/2023,12:00:00 AM,138.61,6,2,22,2,5
6/5/2023,12:00:00 AM,138.76,6,5,23,2,1
6/6/2023,12:00:00 AM,138.87,6,6,23,2,2
6/7/2023,12:00:00 AM,138.97,6,7,23,2,3
6/8/2023,12:00:00 AM,139.11,6,8,23,2,4
6/9/2023,12:00:00 AM,139.22,6,9,23,2,5
6/12/2023,12:00:00 AM,139.35,6,12,24,2,1
6/13/2023,12:00:00 AM,139.48,6,13,24,2,2
6/14/2023,12:00:00 AM,139.63,6,14,24,2,3
6/15/2023,12:00:00 AM,139.71,6,15,24,2,4
6/16/2023,12:00:00 AM,139.87,6,16,24,2,5
6/19/2023,12:00:00 AM,140.04,6,19,25,2,1
6/20/2023,12:00:00 AM,140.12,6,20,25,2,2
6/21/2023,12:00:00 AM,140.2,6,21,25,2,3
6/22/2023,12:00:00 AM,140.31,6,22,25,2,4
6/23/2023,12:00:00 AM,140.4,6,23,25,2,5
6/26/2023,12:00:00 AM,140.44,6,26,26,2,1
6/27/2023,12:00:00 AM,140.44,6,27,26,2,2
6/29/2023,12:00:00 AM,140.45,6,29,26,2,4
6/30/2023,12:00:00 AM,140.52,6,30,26,2,5
7/3/2023,12:00:00 AM,140.57,7,3,27,3,1
7/4/2023,12:00:00 AM,140.67,7,4,27,3,2
7/5/2023,12:00:00 AM,140.72,7,5,27,3,3
7/6/2023,12:00:00 AM,140.78,7,6,27,3,4
7/7/2023,12:00:00 AM,140.92,7,7,27,3,5
7/10/2023,12:00:00 AM,140.99,7,10,28,3,1
7/11/2023,12:00:00 AM,141.06,7,11,28,3,2
7/12/2023,12:00:00 AM,141.21,7,12,28,3,3
7/13/2023,12:00:00 AM,141.29,7,13,28,3,4
7/14/2023,12:00:00 AM,141.38,7,14,28,3,5
7/17/2023,12:00:00 AM,141.44,7,17,29,3,1
7/18/2023,12:00:00 AM,141.5,7,18,29,3,2
7/19/2023,12:00:00 AM,141.59,7,19,29,3,3
7/20/2023,12:00:00 AM,141.7,7,20,29,3,4
7/21/2023,12:00:00 AM,141.77,7,21,29,3,5
7/24/2023,12:00:00 AM,141.84,7,24,30,3,1
7/25/2023,12:00:00 AM,142,7,25,30,3,2
7/26/2023,12:00:00 AM,142.12,7,26,30,3,3
7/27/2023,12:00:00 AM,142.2,7,27,30,3,4
7/28/2023,12:00:00 AM,142.3,7,28,30,3,5
7/31/2023,12:00:00 AM,142.36,7,31,31,3,1
8/1/2023,12:00:00 AM,142.53,8,1,31,3,2
8/2/2023,12:00:00 AM,142.64,8,2,31,3,3
8/3/2023,12:00:00 AM,142.78,8,3,31,3,4
8/4/2023,12:00:00 AM,142.89,8,4,31,3,5
8/7/2023,12:00:00 AM,142.99,8,7,32,3,1
8/8/2023,12:00:00 AM,143.12,8,8,32,3,2
8/9/2023,12:00:00 AM,143.27,8,9,32,3,3
8/10/2023,12:00:00 AM,143.44,8,10,32,3,4
8/11/2023,12:00:00 AM,143.58,8,11,32,3,5
8/14/2023,12:00:00 AM,143.61,8,14,33,3,1
8/15/2023,12:00:00 AM,143.76,8,15,33,3,2
8/16/2023,12:00:00 AM,143.91,8,16,33,3,3
8/17/2023,12:00:00 AM,144.04,8,17,33,3,4
8/18/2023,12:00:00 AM,144.18,8,18,33,3,5
8/21/2023,12:00:00 AM,144.32,8,21,34,3,1
8/22/2023,12:00:00 AM,144.41,8,22,34,3,2
8/23/2023,12:00:00 AM,144.56,8,23,34,3,3
8/24/2023,12:00:00 AM,144.72,8,24,34,3,4
8/25/2023,12:00:00 AM,144.87,8,25,34,3,5
8/28/2023,12:00:00 AM,144.99,8,28,35,3,1
8/29/2023,12:00:00 AM,145.15,8,29,35,3,2
8/30/2023,12:00:00 AM,145.26,8,30,35,3,3
8/31/2023,12:00:00 AM,145.41,8,31,35,3,4
9/1/2023,12:00:00 AM,145.51,9,1,35,3,5
9/4/2023,12:00:00 AM,145.63,9,4,36,3,1
9/5/2023,12:00:00 AM,145.76,9,5,36,3,2
9/6/2023,12:00:00 AM,145.91,9,6,36,3,3
9/7/2023,12:00:00 AM,146.04,9,7,36,3,4
9/8/2023,12:00:00 AM,146.14,9,8,36,3,5
9/11/2023,12:00:00 AM,146.22,9,11,37,3,1
9/12/2023,12:00:00 AM,146.36,9,12,37,3,2
9/13/2023,12:00:00 AM,146.49,9,13,37,3,3
9/14/2023,12:00:00 AM,146.66,9,14,37,3,4
9/15/2023,12:00:00 AM,146.79,9,15,37,3,5
9/18/2023,12:00:00 AM,146.91,9,18,38,3,1
9/19/2023,12:00:00 AM,147.01,9,19,38,3,2
9/20/2023,12:00:00 AM,147.14,9,20,38,3,3
9/21/2023,12:00:00 AM,147.26,9,21,38,3,4
9/22/2023,12:00:00 AM,147.36,9,22,38,3,5
9/25/2023,12:00:00 AM,147.47,9,25,39,3,1
9/26/2023,12:00:00 AM,147.64,9,26,39,3,2
9/27/2023,12:00:00 AM,147.81,9,27,39,3,3
9/28/2023,12:00:00 AM,147.94,9,28,39,3,4
9/29/2023,12:00:00 AM,148.1,9,29,39,3,5
10/2/2023,12:00:00 AM,148.2,10,2,40,4,1
10/3/2023,12:00:00 AM,148.32,10,3,40,4,2
10/4/2023,12:00:00 AM,148.45,10,4,40,4,3
10/5/2023,12:00:00 AM,148.56,10,5,40,4,4
10/6/2023,12:00:00 AM,148.69,10,6,40,4,5
10/9/2023,12:00:00 AM,148.79,10,9,41,4,1
10/11/2023,12:00:00 AM,148.88,10,11,41,4,3
10/12/2023,12:00:00 AM,149.01,10,12,41,4,4
10/13/2023,12:00:00 AM,149.13,10,13,41,4,5
10/16/2023,12:00:00 AM,149.27,10,16,42,4,1
10/17/2023,12:00:00 AM,149.44,10,17,42,4,2
10/18/2023,12:00:00 AM,149.58,10,18,42,4,3
10/19/2023,12:00:00 AM,149.79,10,19,42,4,4
10/23/2023,12:00:00 AM,149.94,10,23,43,4,1
10/24/2023,12:00:00 AM,150.07,10,24,43,4,2
10/25/2023,12:00:00 AM,150.17,10,25,43,4,3
10/26/2023,12:00:00 AM,150.27,10,26,43,4,4
10/27/2023,12:00:00 AM,150.36,10,27,43,4,5
10/30/2023,12:00:00 AM,150.46,10,30,44,4,1
10/31/2023,12:00:00 AM,150.56,10,31,44,4,2
11/1/2023,12:00:00 AM,150.7,11,1,44,4,3
11/2/2023,12:00:00 AM,150.86,11,2,44,4,4
11/3/2023,12:00:00 AM,151.06,11,3,44,4,5
11/6/2023,12:00:00 AM,151.16,11,6,45,4,1
11/7/2023,12:00:00 AM,151.27,11,7,45,4,2
11/8/2023,12:00:00 AM,151.38,11,8,45,4,3
11/9/2023,12:00:00 AM,151.53,11,9,45,4,4
11/10/2023,12:00:00 AM,151.68,11,10,45,4,5
11/14/2023,12:00:00 AM,151.84,11,14,46,4,2
11/15/2023,12:00:00 AM,151.94,11,15,46,4,3
11/16/2023,12:00:00 AM,152.11,11,16,46,4,4
11/17/2023,12:00:00 AM,152.23,11,17,46,4,5
11/20/2023,12:00:00 AM,152.34,11,20,47,4,1
11/21/2023,12:00:00 AM,152.45,11,21,47,4,2
11/22/2023,12:00:00 AM,152.55,11,22,47,4,3
11/23/2023,12:00:00 AM,152.69,11,23,47,4,4
11/24/2023,12:00:00 AM,152.81,11,24,47,4,5
11/27/2023,12:00:00 AM,152.9,11,27,48,4,1
11/28/2023,12:00:00 AM,152.97,11,28,48,4,2
11/29/2023,12:00:00 AM,153.06,11,29,48,4,3
11/30/2023,12:00:00 AM,153.15,11,30,48,4,4
12/1/2023,12:00:00 AM,153.24,12,1,48,4,5
12/4/2023,12:00:00 AM,153.24,12,4,49,4,1
12/5/2023,12:00:00 AM,153.28,12,5,49,4,2
12/6/2023,12:00:00 AM,153.29,12,6,49,4,3
12/7/2023,12:00:00 AM,153.32,12,7,49,4,4
12/8/2023,12:00:00 AM,153.34,12,8,49,4,5
12/11/2023,12:00:00 AM,153.34,12,11,50,4,1
12/13/2023,12:00:00 AM,153.35,12,13,50,4,3
12/14/2023,12:00:00 AM,153.37,12,14,50,4,4
12/15/2023,12:00:00 AM,153.74,12,15,50,4,5
12/18/2023,12:00:00 AM,153.78,12,18,51,4,1
12/19/2023,12:00:00 AM,154.16,12,19,51,4,2
12/20/2023,12:00:00 AM,154.39,12,20,51,4,3
12/21/2023,12:00:00 AM,154.69,12,21,51,4,4
12/22/2023,12:00:00 AM,155.09,12,22,51,4,5
12/27/2023,12:00:00 AM,155.47,12,27,52,4,3
12/28/2023,12:00:00 AM,156.09,12,28,52,4,4
12/29/2023,12:00:00 AM,156.46,12,29,52,4,5
1/2/2024,12:00:00 AM,156.99,1,2,1,1,2
1/2/2024,12:00:00 AM,157.32,1,2,1,1,2
1/3/2024,12:00:00 AM,157.32,1,3,1,1,3
